166,SP-03-017,Vex Pro,214-2894-STEP,"3/8"" hex output gearbox",S. Tefera,2017-01-21,, ,Remvoed Local File Link
167,SP-03-019,Vex Pro,217-4824-015,Versa Drop (Butterfly) - Pivot Assembly,K. Dominguez,2017-01-23,http://www.vexrobotics.com/217-4824.html, ,
168,SP-05-024,Andy Mark,AM-2854,Talon SRX (Block Model),K. Dominguez,2017-01-24,http://www.andymark.com/Talon-SRX-p/am-2854.htm, ,
169,SP-15-005,80/20 INC,25-4151,5 Hole - 90 Degree Angled Flat Plate,B. Long,2017-01-26,https://8020.net/shop/25-4151.html, ,
170,SP-10-018,Andy Mark,AM-2005,"Air Compressor(Volume Model, more accurate)",S. Wang,2017-01-27,http://www.andymark.com/product-p/am-2005.htm, ,
171,SP-12-004,Andy Mark,?????,?????,U. Unknown,2017-01-28,, ,
172,SP-12-005,Andy Mark,am-3302,gear,H. Fieldhouse,2017-01-28,http://www.andymark.com/product-p/am-gear.htm, ,
173,SP-10-019,Bimba,SR-042,"air cylinder, 3/4 in. bore, 2in. stroke",H. Fieldhouse,2017-01-30,http://www.bimba.com/en/Products-and-Cad/Actuators/Inch/Round-Line/Non-Repairable/Original-Line-Cylinder/?searchRef=yes&pn=SR-042, ,
174,SP-15-008,McMaster-Carr,11955A73,narrow profile screw mount lift-off hinge,H. Fieldhouse,2017-01-30,https://www.mcmaster.com/, ,
175,SP-01-019,Bane Bots,T81P-394BO,"3-7/8"" wheels",D. Brandon,2017-01-31,, ,Remvoed Local File Link
176,SP-03-020,Vex Pro,Multiple,775 Motor 1 stage gearbox,D. Brandon,2017-01-31,http://www.vexrobotics.com/versaplanetary.html, ,
177,SP-03-021,Vex Pro,Multiple,775 Motor 2 stage,D. Brandon,2017-01-31,http://www.vexrobotics.com/versaplanetary.html, ,
178,SP-03-022,Vex Pro,Multiple,775 Motor 3 stage gearbox,D. Brandon,2017-01-31,http://www.vexrobotics.com/versaplanetary.html, ,
179,SP-03-023,Vex Pro,Multiple,775 Motor 4 stage gearbox,D. Brandon,2017-01-31,http://www.vexrobotics.com/versaplanetary.html, ,
180,SP-06-006,Vex Pro,217-3227,timing pulley,D. Brandon,2017-01-31,, ,Remvoed Local File Link
181,SP-06-007,Vex Pro,217-2737,clamping collar 1/2 Hex,D. Brandon,2017-01-31,, ,Remvoed Local File Link
182,SP-08-009,Vex Pro,217-4008,Hex Shaft Coupler 1/2 to 1/2 inch,D. Brandon,2017-02-01,, ,Remvoed Local File Link
183,SP-02-016,HiTech Multiplex,HS-322HD,servo fuel tank,J. Bassett,2017-02-04,, ,Remvoed Local File Link
184,SP-03-024,Vex Pro,217-4824-015,Versa Drop (Butterfly) - Pivot Assemble (Left Side),D. Brandon,2017-02-06,, ,Remvoed Local File Link
185,SP-10-020,Andy Mark,AM-2649,Air Tank - 574 ml - Plastic,K. Dominguez,2017-02-08,http://www.andymark.com/product-p/am-2649.htm, ,
186,SP-10-021,Andy Mark,AM-2008,Bracket For Plastic Air Tank,K. Dominguez,2017-02-08,http://www.andymark.com/product-p/am-2008.htm, ,
187,SP-01-020,Vex Pro,217-4824-015,Versa Drop (butterfly) - Pivot Assembly-Right,S. Tefera,2017-02-09,http://www.vexrobotics.com/217-4824.html, ,
188,SP-10-022,McMaster-Carr,60645K311,Ball Rode End Female,U. Unknown,2017-02-09,https://www.mcmaster.com/, ,
189,SP-10-023,Bimba,D-12321-A,Brakets for nuematic,S. Wang,2017-02-09,http://www.bimba.com/Global/Library/Catalogs/Bimba Catalogs/FL_OriginalLine.pdf, ,
190,SP-15-009,Heli-Cal,9942-16-16,Helical flexured u joint,B. Long,2017-02-09,, ,Remvoed Local File Link
191,SP-05-025,Andy Mark,am-0282,Circuit Breaker,D. Brandon,2017-02-10,http://www.andymark.com/120-amp-robot-main-circuit-breaker-p/am-0282.htm, ,
192,SP-15-010,Vex Pro,217-4238,Corner Gusset,D. Brandon,2017-02-10,http://www.vexrobotics.com/versaframegussetsandmounts.html, ,
193,SP-15-011,McMaster-Carr,47065T236,"Bracket, 1"" Long for 1"" High Single Profile Aluminum T-Slotted Framing Extrusion",K. Dominguez,2017-02-10,https://www.mcmaster.com/, ,
194,SP-15-012,McMaster-Carr,15205A86,"5"" spring hinge plate",B. Long,2017-02-11,https://www.mcmaster.com/, ,
195,SP-17-004,Vex Pro,217-2737,1/2 inch hex clamping collar,R. Rietveld,2017-02-11,http://www.vexrobotics.com/shaft-collars.html, ,
196,SP-10-024,McMaster-Carr,62185K64,Small Cylinder,D. Brandon,2017-02-13,https://www.mcmaster.com/, ,
197,SP-07-008,Andy Mark,AM-0028,"3/8"" id Flanged, Shielded Ball Bearing (FR6ZZ)",K. Dominguez,2017-02-17,http://www.andymark.com/FR6ZZ-3-8-inch-ID-Flanged-Shielded-Bearing-p/am-0028.htm, ,
198,SP-03-025,Vex Pro,217-4973,"VersaPlanetry V2 Output Shaft, 1/2 Hex",K. Dominguez,2017-02-18,http://www.vexrobotics.com/vexpro/motion/gearboxes/versaplanetary.html, ,
199,SP-10-025,Bimba,H-1-1,Pneumatic Air Cylinder - Body,B. Long,2017-02-18,http://www.bimba.com/Products-and-Cad/Actuators/Inch/Compact/Low-Profile/Single-Acting-Air-Clamps/, ,
200,SP-10-026,Bimba,H-1-2,Pneumatic Air Cylinder - Shaft,B. Long,2017-02-18,http://www.bimba.com/Products-and-Cad/Actuators/Inch/Compact/Low-Profile/Single-Acting-Air-Clamps/, ,
201,SP-10-027,Bimba,H-1,Pneumatic Air Cylinder - 5/16 Shaft,B. Long,2017-02-18,http://www.bimba.com/Products-and-Cad/Actuators/Inch/Compact/Low-Profile/Single-Acting-Air-Clamps/, ,
202,SP-07-007,McMaster-Carr,57155K323,"Flanged Double Shielded, for 1/4"" Shaft Diameter, 1/2"" OD",K. Dominguez,2017-02-19,https://www.mcmaster.com/, ,
203,SP-07-009,McMaster-Carr,2706T15,Radical Thrust Bearing,D. Brandon,2017-02-19,https://www.mcmaster.com/, ,
204,SP-10-028,McMaster-Carr,62185K12,Short-Stroke Clamping Air Cylinder,D. Brandon,2017-02-19,https://www.mcmaster.com/, ,
205,SP-13-001,McMaster-Carr,91251A340,"#10 Hex Screw, 3/8"" Long",D. Brandon,2017-02-19,https://www.mcmaster.com/, ,
206,SP-13-002,McMaster-Carr,91251A345,"#10 Hex Screw, 3/4""",D. Brandon,2017-02-19,https://www.mcmaster.com/, ,
207,SP-13-003,McMaster-Carr,90631A411,#10 Hex Lock Nut,D. Brandon,2017-02-19,https://www.mcmaster.com/, ,
208,SP-13-004,McMaster-Carr,91255A265,"#10 Button Head Screw, 3/8""",D. Brandon,2017-02-19,https://www.mcmaster.com/, ,
209,SP-17-005,Vex Pro,217-2738,"Clamping Shaft Collar - 3/8"" Round ID",K. Dominguez,2017-02-19,http://www.vexrobotics.com/shaft-collars.html, ,
210,SP-17-006,????,???,"Clamping Shaft Collar - 1/4"" Round ID",K. Dominguez,2017-02-19,, ,Removed Bad Link
211,SP-10-030,McMaster-Carr,5779K143,Push-to-Connect Tube Fitting for Air,B. Long,2017-02-20,https://www.mcmaster.com/, ,
212,SP-10-031,McMaster-Carr,6648K912,10-029 incl extension,B. Long,2017-02-20,https://www.mcmaster.com/, ,
213,SP-13-005,McMaster-Carr,91255A537,"Button Head Screw, 1/4-20, 0.5 inch",D. Brandon,2017-02-20,https://www.mcmaster.com/, ,
214,SP-17-007,Vex Pro,217-2736,"Clamping Shaft Collar - 1/2"" Round ID",K. Dominguez,2017-02-20,http://www.vexrobotics.com/shaft-collars.html, ,
215,SP-16-008,Vex Pro,217-3256,"1/8"" Acetal Spacer - 3/8"" Hex",K. Dominguez,2017-02-21,http://www.vexrobotics.com/acetalspacers-vexpro.html, ,
216,SP-10-032,McMaster-Carr,7391K67,Round Body Air Cylinder,D. Brandon,2017-02-23,https://www.mcmaster.com/, ,
217,SP-10-033,McMaster-Carr,7391K12,"Rod Clevis with Pin for 9/16"" & 7/8"" Bore Brass Impact-Resistant Round Body Air Cylinder",D. Brandon,2017-02-23,https://www.mcmaster.com/, ,
218,SP-10-034,McMaster-Carr,6498K72,"Pivot Bracket with Pin for 3/4"" & 1-1/16"" Bore Round Body Air Cylinder",D. Brandon,2017-02-23,https://www.mcmaster.com/, ,
219,SP-10-035,McMaster-Carr,6498K635,"Round Body Air Cylinder, Double-Acting, Universal Mount, 3/4"" Bore Size, 3"" Stroke",D. Brandon,2017-02-23,https://www.mcmaster.com/, ,
220,SP-13-006,McMaster-Carr,91253A144,"Black-Oxide Alloy Steel Hex Drive Flat Head Screw, #6-32 1/4""",D. Brandon,2017-02-23,https://www.mcmaster.com/, ,
221,SP-13-007,McMaster-Carr,91253A162,"Black-Oxide Alloy Steel Hex Drive Flat Head Screw, #6-40, 1/2""",D. Brandon,2017-02-23,https://www.mcmaster.com/, ,
222,SP-13-008,McMaster-Carr,91253A148,"Black-Oxide Alloy Steel Hex Drive Flat Head Screw, #6-32 1/2""",D. Brandon,2017-02-23,https://www.mcmaster.com/, ,
223,SP-13-009,McMaster-Carr,91253A146,"Black-Oxide Alloy Steel Hex Drive Flat Head Screw, #6-32 3/8""",D. Brandon,2017-02-23,https://www.mcmaster.com/, ,
224,SP-13-010,McMaster-Carr,91253A150,"Black-Oxide Alloy Steel Hex Drive Flat Head Screw, #6-32 5/8""",D. Brandon,2017-02-23,https://www.mcmaster.com/, ,
225,SP-13-011,McMaster-Carr,91253A003,"Black-Oxide Alloy Steel Hex Drive Flat Head Screw, #10-32 1/2""",D. Brandon,2017-02-23,https://www.mcmaster.com/, ,
226,SP-13-012,McMaster-Carr,91253A194,"Black-Oxide Alloy Steel Hex Drive Flat Head Screw, #8-32 1/2""",D. Brandon,2017-02-23,https://www.mcmaster.com/, ,
227,SP-07-010,McMaster-Carr,57155K338,"Flanged Double Shielded with Ring, for 5/16"" Shaft Diameter",K. Dominguez,2017-02-24,https://www.mcmaster.com/, ,
228,SP-10-036,McMaster-Carr,6498K655,"Round Body Air Cylinder, Double-Acting, Universal Mount, 1-1/16"" Bore, 3"" Stroke",D. Brandon,2017-02-24,https://www.mcmaster.com/, ,
229,SP-10-037,McMaster-Carr,6498K72,"Pivot Bracket with Pin for 3/4"" & 1-1/16"" Bore Round Body Air Cylinder",D. Brandon,2017-02-24,https://www.mcmaster.com/, ,
230,SP-10-038,McMaster-Carr,60645K331,"Steel Ball Joint Rod End, 5/16""-24 RH Female Shank, 5/16"" Ball ID, 11/16"" Long Thread",D. Brandon,2017-02-24,https://www.mcmaster.com/, ,
231,SP-15-013,McMaster-Carr,15205A14-Half,"Self-Closing, Steel with Zinc Finish, with Holes, 5"" High Leaf - Half",K. Dominguez,2017-02-27,https://www.mcmaster.com/, ,
232,SP-15-014,McMaster-Carr,15205A14,"Self-Closing, Steel with Zinc Finish, with Holes, 5"" High Leaf - Assy",K. Dominguez,2017-02-27,https://www.mcmaster.com/, ,
233,SP-13-013,McMaster-Carr,90016A021,Brass Tapping Inserts for Hardwood - 10-32,K. Dominguez,2017-03-03,https://www.mcmaster.com/, ,
234,SP-99-008,McMaster-Carr,9657K464,"Zinc-Plated Music Wire, 4.00"" Long,.875"" OD,.120"" Wire",S. Wang,2017-03-03,https://www.mcmaster.com/, ,
235,SP-02-017,HiTech Multiplex,33322S,HS-322HD Standard Heavy Duty Servo,K. Dominguez,2017-03-08,http://hitecrcd.com/products/servos/sport-servos/analog-sport-servos/hs-322hd-standard-heavy-duty-servo/product, ,
236,SP-02-018,Servo City,638394,A model of a 127 RPM mini motor,B. Long,2017-10-28,https://www.servocity.com/127-rpm-mini-econ-gear-motor, ,
237,SP-06-008,Andy Mark,am-2362,"Worm, 4T, OD.5, 1"" length, .313 hex",B. Long,2017-10-28,http://www.andymark.com/product-p/am-2362.htm, ,
238,SP-11-009,Vex Pro,217-3200,"60t x 18mm Wide VersaPulley Kit (HTD 5mm, VersaKeys)",B. Long,2017-10-28,https://www.vexrobotics.com/htdversapulley.html, ,
239,SP-02-019,Servo City,638356,485 rpm micro motor,B. Long,2017-11-09,https://www.servocity.com/485-rpm-econ-gear-motor, ,
240,SP-14-016,McMaster-Carr,5537T101,80-20 2 Ft.,A. Yanney,2018-01-11,https://www.mcmaster.com/, ,
241,SP-09-010,Andy Mark,AM-0277,S25-16HA-500K AL Sprocket (16 tooth),B. Long,2018-01-12,https://www.andymark.com/Sprocket-p/am-0277.htm, ,
242,SP-09-011,Andy Mark,AM-0280,22 tooth al sprocket .5 id,B. Long,2018-01-12,https://www.andymark.com/Sprocket-p/am-0280.htm, ,
243,SP-06-009,McMaster-Carr,6325K65,Metal Gear 14-1/2 Degree Pressure Angle,A. Yanney,2018-01-13,https://www.mcmaster.com/, ,
244,SP-06-010,McMaster-Carr,5170T1,Metal Gear Rack 14-1/2 Degree Pressure Angle,A. Yanney,2018-01-13,https://www.mcmaster.com/, ,
245,SP-10-039,McMaster-Carr,62245K182,"Flexible-Mount Air Cylinder - 1.25 Bore, .75 Stroke",R. Rietveld,2018-01-13,https://www.mcmaster.com/, ,
246,SP-15-015,McMaster-Carr,60645K331,"Ball Joint Rod End, 5/16""-24 Thread, Right Hand",R. Rietveld,2018-01-13,https://www.mcmaster.com/, ,
247,SP-18-001,McMaster-Carr,1609A23,"5052 Aluminum Surface-Mount Hinge - 4X2, T = .12 - Assy",R. Rietveld,2018-01-13,https://www.mcmaster.com/, ,
248,SP-18-002,McMaster-Carr,1609A23,"5052 Aluminum Surface-Mount Hinge - 4X2, T = .12  - Pin",R. Rietveld,2018-01-13,https://www.mcmaster.com/, ,
249,SP-18-003,McMaster-Carr,1609A23,"5052 Aluminum Surface-Mount Hinge - 4X2, T = .12 - Not Pin",R. Rietveld,2018-01-13,https://www.mcmaster.com/, ,
250,SP-01-021,Andy Mark,am-3026R,"4'' HD Mecanum, Single Right",R. Rietveld,2018-01-15,http://www.andymark.com/product-p/am-3026r.htm, ,
251,SP-02-020,Vex Pro,217-4347,VEX 775pro Motor,T. Qu,2018-01-15,https://www/vexrobotics.com/217-4347.html, ,
252,SP-09-012,McMaster-Carr,6280K321,"Roller Chain Sprocket, 35 Chain, 10 T",B. Long,2018-01-15,https://www.mcmaster.com/, ,
253,SP-18-004,McMaster-Carr,1549A57,304 Stainless Steel Hinge,T. Qu,2018-01-15,http://www.mcmaster.com/, ,
254,SP-18-005,McMaster-Carr,1549A44,Surface-Mount Hinge with Holes,T. Qu,2018-01-15,http://www.mcmaster.com/, ,
255,SP-99-010,McMaster-Carr,11435A28,Lever Drawer Release,A. Yanney,2018-01-15,https://www.mcmaster.com/, ,
256,SP-05-027,Andy Mark,AM-3829,LIDAR Lite 3,D. Fieldhouse,2018-01-19,http://www.andymark.com/product-p/am-3829.htm, ,
257,SP-08-011,Andy Mark,am-0096a,500 hex hub,A. Yanney,2018-01-19,http://www.andymark.com/Hub-p/am-0096a.htm, ,
258,SP-01-022,Vex Pro,217-2588-T-1.5,"4"" Traction Wheel - 1.5"" Wide",K. Dominguez,2018-01-20,https://www.vexrobotics.com/vexpro/motion/wheels-and-hubs/traction-wheels.html, ,
259,SP-01-023,Vex Pro,217-2859-W,"4"" Traction Tire - 0.5"" Wide",K. Dominguez,2018-01-20,https://www.vexrobotics.com/vexpro/motion/wheels-and-hubs/traction-wheels.html, ,
260,SP-01-024,Vex Pro,217-2859,"4"" Traction Tire Assy - 1.5"" Wide",K. Dominguez,2018-01-20,https://www.vexrobotics.com/vexpro/motion/wheels-and-hubs/traction-wheels.html, ,
261,SP-06-011,Servo City,615206,"1/2"" Bore 32 Pitch Aluminum Hub Gear",A. Yanney,2018-01-20,https://www.servocity.com/32-pitch-50-bore-aluminum-hub-gears, ,
262,SP-13-014,McMaster-Carr,90077A245,Combination Slotted/Phillips Rounded Head Screws,A. Yanney,2018-01-20,https://www.mcmaster.com/, ,
263,SP-13-015,McMaster-Carr,92115A217,Round Head Blunt Screw,A. Yanney,2018-01-20,https://www.mcmaster.com/, ,
264,SP-13-016,McMaster-Carr,92115A219,Longer Round Head Blunt Screw,A. Yanney,2018-01-20,https://www.mcmaster.com/, ,
265,SP-05-028,Digi-Key,63R256,ENCODER OPTICAL 256PPR PC MNT,A. Yanney,2018-01-23,https://www.digikey.com/product-detail/en/grayhill-inc/63R256/GH3070-ND/304479, ,
266,SP-01-025,Andy Mark,am-3480,"4"" Compliant Wheels",M. Schroeder,2018-02-01,http://www.andymark.com/4-Compliant-Wheels-p/am-4compliant.htm, ,
267,SP-07-011,McMaster-Carr,6031K21,"Unlubricated Turntable, Round, 750 lb. Capacity, 9.12"" OD, Galvanized Steel",B. Long,2018-02-01,https://www.mcmaster.com/, ,
268,SP-07-012,VXB, 608-2RS Ball Bearing,Skateboard Bearing,D. Brandon,2018-02-01,http://www.vxb.com/Skateboard-inline-Skate-rollerblade-hockey-One-p/2ISB-1.htm?gclid=EAIaIQobChMIi5DhwaSG2QIVS01-Ch0f-QwMEAQYBCABEgKB_fD_BwE, ,
269,SP-10-040,Bimba,SR-042DP,"Air cylinder, 3/4"" in. bore, 2in. stroke w/pivot point",T. Qu,2018-02-02,http://www.bimba.com/en/Products-and-Cad/Actuators/Inch/Round-Line/Non-Repairable/Original-Line-Cylinder/?searchRef=yes&pn=SR-042, ,
270,SP-12-006,Andy Mark,Power-Up-Cube,Power Cube for 2018,D. Brandon,2018-02-02,http://www.andymark.com/Power-Up-p/am-2018frc.htm, ,
271,SP-06-012,McMaster-Carr,6529K11,Bevel Gear,J. Bassett,2018-02-03,https://www.mcmaster.com/, ,
272,SP-06-013,Vex Pro,217-3223,"66t Aluminum Spur Gear (20 DP, 1/2"" Hex Bore, VersaKeys)",K. Dominguez,2018-02-03,https://www.vexrobotics.com/vexpro/motion/vexpro-gears/1-2-hex-bore.html, ,
273,SP-06-014,Vex Pro,217-2707,"40t Aluminum Spur Gear (20 DP, 3/8"" Hex Bore)",K. Dominguez,2018-02-03,https://www.vexrobotics.com/vexpro/motion/vexpro-gears/3-8-hex-bore.html, ,
274,SP-07-013,McMaster-Carr,5972K41,"Ball Bearing - Double Sealed, for 10 mm Shaft Diameter, 30 mm OD, 9 mm Wide",K. Dominguez,2018-02-03,https://www.mcmaster.com/, ,
275,SP-16-009,McMaster-Carr,92320A367,"3/4"" SS Spacer - 1/4"" Round",D. Fieldhouse,2018-02-03,https://www.mcmaster.com/, ,
276,SP-02-021,Andy Mark,am-3493,Bosch Seat Motor,J. Bassett,2018-02-05,http://www.andymark.com/product-p/am-3493.htm, ,
277,SP-03-026,Vex Pro,Multiple,"One Stage VEX Gearbox with 775 Motor, V2",D. Brandon,2018-02-05,https://www.vexrobotics.com/vexpro/motion/gearboxes/versaplanetary.html, ,
278,SP-03-027,Vex Pro,217-2895,1/2 Round Output Shaft with Keyway,D. Brandon,2018-02-05,https://www.vexrobotics.com/vexpro/motion/gearboxes/versaplanetary.html, ,
279,SP-03-028,Vex Pro,217-5046,Entegrated Encoder for Vex Pro Gear Box,D. Brandon,2018-02-05,, ,Remvoed Local File Link
280,SP-03-029,Vex Pro,217-2816,Ring Gear Section for building Vex Pro Gearbox,D. Brandon,2018-02-05,, ,Remvoed Local File Link
281,SP-03-030,Vex Pro,217-4347,Vex Pro Gear Box End for 775 Motor,D. Brandon,2018-02-05,, ,Remvoed Local File Link
282,SP-03-031,Vex Pro,Multiple,Two Stage Gear Box with 775 Motor and Encoder,D. Brandon,2018-02-05,, ,Remvoed Local File Link
283,SP-05-029,West Coast Products,971,Hall Effect Sensor Board,U. Unknown,2018-02-05,http://www.wcproducts.net/wcp-0971, ,
284,SP-05-030,West Coast Products,0971a,Round Magnite for Hall Effect Sensor,D. Brandon,2018-02-05,http://www.wcproducts.net/wcp-0971, ,
285,SP-06-015,McMaster-Carr,57545K527,1/2 Worm Gear,D. Brandon,2018-02-05,https://www.mcmaster.com/, ,
286,SP-06-016,McMaster-Carr,57545K511,"Mate Gear for Worm 1:18 1/2""",D. Brandon,2018-02-05,https://www.mcmaster.com/, ,
287,SP-08-011,Andy Mark,am-0077a,"1/2"" Hub with 1/8 Keyway",D. Brandon,2018-02-05,http://www.andymark.com/Hubs-s/215.htm, ,
288,SP-99-010,West Coast Products,971,Hall Effect Sensor Board,D. Brandon,2018-02-05,http://www.wcproducts.net/wcp-0971, ,
289,SP-06-017,Vex Pro,2217-3123,36t gear 3/8 hex,B. Long,2018-02-06,https://www.vexrobotics.com/3-8-hex-bore.html, ,
290,SP-13-017,McMaster-Carr,91559A578,Shoulder Bolt,D. Brandon,2018-02-06,, ,Remvoed Local File Link
291,SP-13-018,McMaster-Carr,91255A190,"#8 Button Head Screew, 1/4"" long",D. Brandon,2018-02-06,, ,Remvoed Local File Link
292,SP-13-019,McMaster-Carr,91255a191,"#8 Button Head Screew 5/16"" Long",D. Brandon,2018-02-06,, ,Remvoed Local File Link
293,SP-13-020,McMaster-Carr,91255A189,#8 Button Head Screw,D. Brandon,2018-02-06,, ,Remvoed Local File Link
294,SP-05-031,Andy Mark,AM-2854,Talon SRX,D. Brandon,2018-02-07,, ,Remvoed Local File Link
295,SP-05-032,Andy Mark,AM-3205,Radio for 2018,D. Brandon,2018-02-07,, ,Remvoed Local File Link
296,SP-05-033,Amazon,Raspberry Pi 3,Raspberry Pi,D. Brandon,2018-02-07,, ,Remvoed Local File Link
297,SP-05-034,Amazon,TP-Link 5 Port,5 Port Router,D. Brandon,2018-02-07,https://www.amazon.com/dp/B000FNFSPY/ref=psdc_281414_t1_B06XQSW7Z6, ,
298,SP-03-032,Vex Pro,217-3141,VersaPlanetary Dual Motor Input (for 775),K. Dominguez,2018-02-08,https://www.vexrobotics.com/vexpro/motion/gearboxes/217-3141.html, ,
299,SP-01-009,????,????,????,U. Unknown,2015-02-21,, ,Added bogus date (between other parts)
300,SP-07-003,AST Bearings,???,???,U. Unknown,2014-01-28,, ,Added bogus date (between other parts)
301,SP-99-003,McMaster-Carr,60585K19,80/20 Slider,U. Unknown,2015-02-10,, ,Added bogus date (between other parts)
302,SP-14-005,????,????,????,U. Unknown,2015-01-27,, ,Added bogus date (between other parts)
303,SP-14-006,????,????,????,U. Unknown,2015-01-27,, ,Added bogus date (between other parts)
304,SP-14-007,????,????,????,U. Unknown,2015-01-27,, ,Added bogus date (between other parts)
305,SP-14-008,????,????,????,U. Unknown,2015-01-27,, ,Added bogus date (between other parts)
306,SP-14-009,????,????,????,U. Unknown,2015-01-27,, ,Added bogus date (between other parts)
307,SP-14-010,????,????,????,U. Unknown,2015-01-27,, ,Added bogus date (between other parts)
308,SP-15-006,????,????,????,U. Unknown,2017-01-26,, ,Added bogus date (between other parts)
309,SP-15-007,????,????,????,U. Unknown,2017-01-26,, ,Added bogus date (between other parts)
310,SP-10-029,McMaster-Carr,6648K912,Nonrotating NFPA Tie Rod Air Cylinder,B. Long,2017-02-28,https://www.mcmaster.com/, ,
311,SP-02-011,Andy Mark,AM-0915,PG27 Gearmotor with backshaft,K. Dominguez,2016-02-10,http://www.andymark.com/product-p/am-0915a.htm, ,Added bogus date (between other parts)
312,SP-05-015,Andy Mark,AM-0839,D-Link,K. Dominguez,2015-09-01,http://www.andymark.com/DAP-1522-REV-B-refurbished-p/am-0839_refurb.htm, ,Added bogus date (between other parts)
313,SP-05-016,Rockwell Automation,855PB-B12ME522,Robot Light,K. Dominguez,2015-09-01,http://ab.rockwellautomation.com/signaling-devices/panel-mount-signaling-alarms, ,Added bogus date (between other parts)
314,SP-05-017,Eaton's Bussman Business,CB185-120,Main Breaker,K. Dominguez,2015-09-01,http://www.cooperindustries.com/content/public/en/bussmann/consumer/products/automotive_circuitprotectionprdandacc/automotive_marinecircuitbreakers/High_Amp_Marine.html, ,Added bogus date (between other parts)
315,SP-05-018,McMaster-Carr,8054T17,"Wire Spool, 14 Gage, 25ft",K. Dominguez,2015-09-01,http://www.mcmaster.com/, ,Added bogus date (between other parts)
316,SP-05-019,McMaster-Carr,8054T18,"Wire Spool, 12 Gage, 25ft",K. Dominguez,2015-09-01,http://www.mcmaster.com/, ,Added bogus date (between other parts)
317,SP-05-026,Digi-Key,Grayhill - 63R256,Optical Encoder,K. Dominguez,2018-01-01,http://www.digikey.com/product-detail/en/grayhill-inc/63R256/GH3070-ND/304479, ,Added bogus date (between other parts)
318,SP-10-006,Andy Mark,AM-2649,"Pneumatic Tank, Clipper",K. Dominguez,2016-01-01,http://www.andymark.com/product-p/am-2649.htm, ,Added bogus date (between other parts)
319,SP-10-007,Andy Mark,AM-2008,Pneumatic Tank Holder,K. Dominguez,2016-01-01,http://www.andymark.com/product-p/am-2008.htm, ,Added bogus date (between other parts)
320,SP-10-008,Andy Mark,AM-2304,"Valve Pack, Single Solenoid 12 Volt Festo",K. Dominguez,2016-01-01,http://www.andymark.com/product-p/am-2304.htm, ,Added bogus date (between other parts)
321,SP-10-009,Andy Mark,AM-2002,Norgren relief valve,K. Dominguez,2016-01-01,http://www.andymark.com/product-p/am-2002.htm, ,Added bogus date (between other parts)
322,SP-10-010,Andy Mark,AM-2020,Norgren Regulator and Bracket,K. Dominguez,2016-01-01,http://www.andymark.com/product-p/am-2020.htm, ,Added bogus date (between other parts)
323,SP-10-011,Andy Mark,AM-2003,Norgren pressure gauge,K. Dominguez,2016-01-01,http://www.andymark.com/product-p/am-2003.htm, ,Added bogus date (between other parts)
324,SP-10-012,Andy Mark,AM-2034,"Air Cylinder, 3/4"" bore, 7"" stroke",K. Dominguez,2016-01-01,http://www.andymark.com/product-p/am-2034.htm, ,Added bogus date (between other parts)
325,SP-10-013,Andy Mark,AM-2006,Nason Pressure Switch,K. Dominguez,2016-01-01,http://www.andymark.com/product-p/am-2006.htm, ,Added bogus date (between other parts)
326,SP-10-014,Andy Mark,AM-2137,Pneumatic Tubing (20m),K. Dominguez,2016-01-01,http://www.andymark.com/product-p/am-2137.htm, ,Added bogus date (between other parts)
327,SP-99-005,Home Depot,99944200900,Weedwacker Head,K. Dominguez,2016-01-01,http://www.homedepot.com/p/ECHO-U-Turn-Replacement-Trimmer-Head-for-String-Trimmer-99944200900/202353172, ,Added bogus date (between other parts)
328,SP-03-033,Vex Pro,217-2820,VEX 775 3 STAGE GEAR BOX,S. Wang,2018-02-08,https://www.vexrobotics.com/versaplanetary.html, ,
329,SP-02-022,Vex Pro,217-2897,VersaPlanatory 1/2 Hex Output,S. Wang,2018-02-08,https://www.vexrobotics.com/versaplanetary.html, ,
330,SP-01-026,Vex Pro,217-4054,"Colson Performa (4"" x 2"", 1/2"" Hex Bore)",K. Dominguez,2018-02-08,https://www.vexrobotics.com/vexpro/motion/wheels-and-hubs/colsonperforma.html, ,
331,SP-06-018,Vex Pro,217-2703,"24T 3/8"" Bore Gear",D. Brandon,2018-02-14,https://www.vexrobotics.com/vexpro/motion/vexpro-gears/3-8-hex-bore.html, ,
332,SP-06-019,Vex Pro,217-2715,"64T, 1/2 Hex Bore Gear",D. Brandon,2018-02-14,https://www.vexrobotics.com/vexpro/motion/vexpro-gears/1-2-hex-bore.html, ,
333,SP-01-027,West Coast Products,WCP-0134,"2"" Straight Flex Wheel (Silicone Rubber, 1/2"" Hex Bore)",S. Wang,2018-02-16,http://www.wcproducts.net/WCP-0134, ,
334,SP-10-041,Vex Pro,217-2951 & 217-2948,Pneumatic Solenoids & Manifold,B. Long,2018-02-17,https://www.vexrobotics.com/vexpro/pneumatics/solenoids-and-manifolds.html, ,
335,SP-10-042,McMaster-Carr,6498K5,"Round Body Air Cylinder Double-Acting, Universal Mount, 7/16"" Bore Size, 8"" Stroke",K. Dominguez,2018-02-26,https://www.mcmaster.com/, ,
